#
#  conversion from RegDef.txt for
#   input design        = ppe
#   input design level  = 2
#

SECTION BITS

#design    dlevel   dir  reg_name                                           field_name                                                   format  ext_addr   rw           startbit  numbits  scope      rlm_name                                           clk_type  scanring  reset_val                                                              reset_sig  parity  pulse  reg_name_txt                                       description                                                                                        
#========= ======== ==== ================================================== ============================================================ ======= ========== ============ ========= ======== ========== ================================================== ========= ========= ====================================================================== ========== ======= ====== ================================================== =================================================================================================== 
ppe        2        rx   rx_ppe_stat6_pg                                    ppe_thread_last_active_time_us                               gcr     110110101  ROX          0         16       per-group  "dummy_vhdl"                                       slow      func      0000000000000000                                                       ioreset    no      na     Register                                           "The approximate (~3% error) time in microseconds that the thread was active the last time that it was active. Includes thread context switch time."
ppe        2        rx   rx_ppe_stat7_pg                                    ppe_pipe_reset_inactive_phase_0_3                            gcr     110110110  ROX          0         4        per-group  "dummy_vhdl"                                       slow      func      0000                                                                   ioreset    yes     na     Register                                           "Tracks which phase of PIPE reset_inactive each lane in the thread is in; 1 bit per lane for 2 phases."
ppe        2        rx   rx_ppe_stat7_pg                                    ppe_pipe_current_lane                                        gcr     110110110  ROX          8         2        per-group  "dummy_vhdl"                                       slow      func      00                                                                     ioreset    yes     na     Register                                           "Tracks which lane the PIPE command handler is running on"                                          
ppe        2        rx   rx_ppe_stat7_pg                                    ppe_thread_active_time_us_limit                              gcr     110110110  ROX          10        6        per-group  "dummy_vhdl"                                       slow      func      001100                                                                 ioreset    yes     na     Register                                           "Max time in microseconds that a thread may be active before sleeping; written by the PPE on IOO."  
ppe        2        rx   rx_ppe_stat8_pg                                    ppe_pipe_rx_ei_inactive_phase_0_3                            gcr     110110111  ROX          0         8        per-group  "dummy_vhdl"                                       slow      func      00000000                                                               ioreset    yes     na     Register                                           "Tracks which phase of PIPE rxelecidle_inactive each lane in the thread is in; gray coded 2 bits per lane for 3 phases."
ppe        2        rx   rx_ppe_stat9_pg                                    ppe_error_state                                              gcr     110111000  ROX          0         16       per-group  "dummy_vhdl"                                       slow      func      0000000000000000                                                       ioreset    yes     na     Register                                           "Debug State of trapped error"                                                                      
ppe        2        rx   rx_ppe_stat10_pg                                   ppe_error_valid                                              gcr     110111001  ROX          0         1        per-group  "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "For indicating that the PPE ran into an error and the error info is valid"                         
ppe        2        rx   rx_ppe_stat10_pg                                   ppe_error_type                                               gcr     110111001  ROX          1         3        per-group  "dummy_vhdl"                                       slow      func      000                                                                    ioreset    yes     na     Register                                           "Indicates the error type which equals the corresponding ppe_fir bit set (see the scom_ppe_fir register definition)"
ppe        2        rx   rx_ppe_stat10_pg                                   ppe_error_thread                                             gcr     110111001  ROX          4         4        per-group  "dummy_vhdl"                                       slow      func      0000                                                                   ioreset    yes     na     Register                                           "Thread of trapped error"                                                                           
ppe        2        rx   rx_ppe_stat10_pg                                   ppe_error_lane                                               gcr     110111001  ROX          8         5        per-group  "dummy_vhdl"                                       slow      func      00000                                                                  ioreset    yes     na     Register                                           "Lane of trapped error"                                                                             
ppe        2        rx   rx_ppe_stat11_pg                                   ppe_servo_status0                                            gcr     110111010  ROX          0         16       per-group  "dummy_vhdl"                                       slow      func      0000000000000000                                                       ioreset    yes     na     Register                                           "Trapped rx_servo_status0 on a servo error."                                                        
ppe        2        rx   rx_ppe_stat12_pg                                   ppe_servo_status1                                            gcr     110111011  ROX          0         16       per-group  "dummy_vhdl"                                       slow      func      0000000000000000                                                       ioreset    yes     na     Register                                           "Trapped rx_servo_status1 on a servo error. Clear to trap another error."                           
ppe        2        rx   rx_ppe_stat20_pg                                   rx_vga_debug                                                 gcr     111000011  ROX          0         16       per-group  "dummy_vhdl"                                       slow      func      0000000000000000                                                       ioreset    yes     na     Register                                           "Indactes values of var in side the vga code -- debug only"                                         
ppe        2        rx   rx_ppe_stat21_pg                                   tx_dcc_debug                                                 gcr     111000100  ROX          0         16       per-group  "dummy_vhdl"                                       slow      func      0000000000000000                                                       ioreset    yes     na     Register                                           "Debug value for dcc code"                                                                          
ppe        2        rx   rx_ppe_stat22_pg                                   rx_lane_fail_0_15                                            gcr     111000101  ROX          0         16       per-group  "dummy_vhdl"                                       slow      func      0000000000000000                                                       ioreset    yes     na     Register                                           "Bad Lane Indicator: lanes 00-15. Post-eyeopt status indicating training has encountered an error during a training step that finds a fatal operating condition on the lane. Encoded as one lane per bit."
ppe        2        rx   rx_ppe_stat23_pg                                   rx_lane_fail_16_23                                           gcr     111000110  ROX          0         8        per-group  "dummy_vhdl"                                       slow      func      00000000                                                               ioreset    yes     na     Register                                           "Bad Lane Indicator: lanes 16-19. Post-eyeopt status indicating training has encountered an error during a training step that finds a fatal operating condition on the lane. Encoded as one lane per bit."
ppe        2        rx   rx_ppe_stat24_pg                                   ppe_last_cal_time_us                                         gcr     111000111  ROX          0         16       per-group  "dummy_vhdl"                                       slow      func      0000000000000000                                                       ioreset    yes     na     Register                                           "Time is microseconds that the most recent calibration (dccal, initial, or recal) took on this thread"
ppe        2        rx   rx_ppe_stat26_pg                                   rx_dfe_debug                                                 gcr     111001001  ROX          0         16       per-group  "dummy_vhdl"                                       slow      func      0000000000000000                                                       ioreset    yes     na     Register                                           "Debug value for dfe code"                                                                          
ppe        2        rx   rx_ppe_stat27_pg                                   ppe_debug_stopwatch_time_us                                  gcr     111001010  ROX          0         16       per-group  "dummy_vhdl"                                       slow      func      0000000000000000                                                       ioreset    yes     na     Register                                           "Time is microseconds of the last stopwatch benchmarked event"                                      
ppe        2        rx   rx_ppe_stat28_pg                                   bist_in_progress                                             gcr     111001011  ROX          0         1        per-group  "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "BIST in progress"                                                                                  
ppe        2        rx   rx_ppe_stat28_pg                                   bist_in_hold_loop                                            gcr     111001011  ROX          1         1        per-group  "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "BIST in hold loop"                                                                                 
ppe        2        rx   rx_ppe_stat28_pg                                   bist_rx_fail                                                 gcr     111001011  ROX          2         1        per-group  "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "BIST found Rx Failure"                                                                             
ppe        2        rx   rx_ppe_stat28_pg                                   bist_tx_fail                                                 gcr     111001011  ROX          3         1        per-group  "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "BIST found Tx Failure"                                                                             
ppe        2        rx   rx_ppe_stat28_pg                                   bist_other_fail                                              gcr     111001011  ROX          4         1        per-group  "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "BIST found other failure (Non-BIST)"                                                               
ppe        2        rx   rx_ppe_stat28_pg                                   bist_overall_pass                                            gcr     111001011  ROX          5         1        per-group  "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "BIST overall pass marker"                                                                          
ppe        2        rx   rx_ppe_stat28_pg                                   bist_internal_error                                          gcr     111001011  ROX          6         1        per-group  "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "BIST Spare 0"                                                                                      
ppe        2        rx   rx_ppe_stat28_pg                                   bist_spare_0                                                 gcr     111001011  ROX          7         1        per-group  "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "BIST Spare 0"                                                                                      
ppe        2        rx   rx_ppe_stat28_pg                                   bist_spare_1                                                 gcr     111001011  ROX          8         1        per-group  "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "BIST Spare 1"                                                                                      
ppe        2        rx   rx_ppe_stat28_pg                                   rx_linklayer_fail                                            gcr     111001011  ROX          9         1        per-group  "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "Indicates rxbist linklayer step failed for this group"                                             
ppe        2        rx   rx_ppe_stat28_pg                                   rx_linklayer_done                                            gcr     111001011  ROX          11        1        per-group  "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "Indicates linklayer step done for this lane"                                                       
ppe        2        rx   rx_ppe_stat28_pg                                   rx_fail_flag                                                 gcr     111001011  ROX          12        1        per-group  "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "Used to set the Scom rx_n_lane_fail_0_15 or 16_23 registers"                                       
ppe        2        rx   rx_ppe_stat28_pg                                   rx_lane_fail_cnt                                             gcr     111001011  ROX          13        2        per-group  "dummy_vhdl"                                       slow      func      00                                                                     ioreset    yes     na     Register                                           "Count of lanes failed in rx_lane_fail_0_15 or 16_23 vectors"                                       
ppe        2        rx   rx_ppe_stat29_pg                                   rx_recal_run_or_unused_0_15                                  gcr     111001100  ROX          0         16       per-group  "dummy_vhdl"                                       slow      func      1111111111111111                                                       ioreset    yes     na     Register                                           "Recal run on lane or lane unused (init not run) since the last time this was cleared by the supervisor thread"
ppe        2        rx   rx_ppe_stat30_pg                                   rx_recal_run_or_unused_16_23                                 gcr     111001101  ROX          0         8        per-group  "dummy_vhdl"                                       slow      func      11111111                                                               ioreset    yes     na     Register                                           "Recal run on lane or lane unused (init not run) since the last time this was cleared by the supervisor thread"
ppe        2        rx   rx_ppe_stat31_pg                                   rx_lanes_pon_00_15                                           gcr     111001110  ROX          0         16       per-group  "dummy_vhdl"                                       slow      func      0000000000000000                                                       ioreset    yes     na     Register                                           "Indicates if a RX lane is powered on"                                                              
ppe        2        rx   rx_ppe_stat32_pg                                   rx_lanes_pon_16_23                                           gcr     111001111  ROX          0         8        per-group  "dummy_vhdl"                                       slow      func      00000000                                                               ioreset    yes     na     Register                                           "Indicates if a RX lane is powered on"                                                              
ppe        2        rx   tx_ppe_stat1_pg                                    tx_bist_fail_0_15                                            gcr     111010000  ROX          0         16       per-group  "dummy_vhdl"                                       slow      func      0000000000000000                                                       ioreset    no      na     Register                                           "Indicates TXBIST or TXSEGTEST has failed for lane corresponding to bit. \n0:(not_failed) test has not failed on corresponding lane\n1:(failed) test has failed on corresponding lane"
ppe        2        rx   tx_ppe_stat2_pg                                    tx_bist_fail_16_23                                           gcr     111010001  ROX          0         8        per-group  "dummy_vhdl"                                       slow      func      00000000                                                               ioreset    no      na     Register                                           "Indicates TXBIST or TXSEGTEST has failed for lane corresponding to bit. \n0:(not_failed) test has not failed on corresponding lane\n1:(failed) test has failed on corresponding lane"
ppe        2        rx   tx_ppe_stat3_pg                                    tx_seg_test_fail                                             gcr     111010010  ROX          0         1        per-group  "dummy_vhdl"                                       slow      func      0                                                                      ioreset    no      na     Register                                           "Indicates TXSEGTEST has failed for some lane.\n0:(not_failed) seg test has not failed\n1:(failed) seg test has failed"
ppe        2        rx   tx_ppe_stat4_pg                                    tx_lanes_pon_00_15                                           gcr     111010011  ROX          0         16       per-group  "dummy_vhdl"                                       slow      func      0000000000000000                                                       ioreset    yes     na     Register                                           "Indicates if a TX lane is powered on"                                                              
ppe        2        rx   tx_ppe_stat5_pg                                    tx_lanes_pon_16_23                                           gcr     111010100  ROX          0         8        per-group  "dummy_vhdl"                                       slow      func      00000000                                                               ioreset    yes     na     Register                                           "Indicates if a TX lane is powered on"                                                              
ppe        2        rx   tx_ppe_stat6_pg                                    tx_pipe_txdetectrx_phase_0_3                                 gcr     111010101  ROX          0         4        per-group  "dummy_vhdl"                                       slow      func      0000                                                                   ioreset    yes     na     Register                                           "Tracks which phase of PIPE txdetectrx each lane in the thread is in"                               
ppe_alias  2        rx   ppe_saved_rx_ad_loff_lane_0_stat_pg                pcie_ppe_saved_rx_ad_loff_lane_0                             gcr     001010000  ROX          0         8        per-group  "dummy_vhdl"                                       slow      func      00000000                                                               ioreset    yes     na     Register                                           "Location of the first saved_rx_ad_latch_dac value (n000) for lane 0 (PCIe Only)"                   
ppe_alias  2        rx   ppe_saved_rx_bd_loff_lane_0_stat_pg                pcie_ppe_saved_rx_bd_loff_lane_0                             gcr     001100000  ROX          0         8        per-group  "dummy_vhdl"                                       slow      func      00000000                                                               ioreset    yes     na     Register                                           "Location of the first saved_rx_bd_latch_dac value (n000) for lane 0 (PCIe Only)"                   
ppe_alias  2        rx   ppe_saved_rx_ad_loff_lane_1_stat_pg                pcie_ppe_saved_rx_ad_loff_lane_1                             gcr     001110000  ROX          0         8        per-group  "dummy_vhdl"                                       slow      func      00000000                                                               ioreset    yes     na     Register                                           "Location of the first saved_rx_ad_latch_dac value (n000) for lane 1 (PCIe Only)"                   
ppe_alias  2        rx   ppe_saved_rx_bd_loff_lane_1_stat_pg                pcie_ppe_saved_rx_bd_loff_lane_1                             gcr     010000000  ROX          0         8        per-group  "dummy_vhdl"                                       slow      func      00000000                                                               ioreset    yes     na     Register                                           "Location of the first saved_rx_bd_latch_dac value (n000) for lane 1 (PCIe Only)"                   
ppe_alias  2        rx   ppe_saved_rx_ad_loff_lane_2_stat_pg                pcie_ppe_saved_rx_ad_loff_lane_2                             gcr     010010000  ROX          0         8        per-group  "dummy_vhdl"                                       slow      func      00000000                                                               ioreset    yes     na     Register                                           "Location of the first saved_rx_ad_latch_dac value (n000) for lane 2 (PCIe Only)"                   
ppe_alias  2        rx   ppe_saved_rx_bd_loff_lane_2_stat_pg                pcie_ppe_saved_rx_bd_loff_lane_2                             gcr     010100000  ROX          0         8        per-group  "dummy_vhdl"                                       slow      func      00000000                                                               ioreset    yes     na     Register                                           "Location of the first saved_rx_bd_latch_dac value (n000) for lane 2 (PCIe Only)"                   
ppe_alias  2        rx   ppe_saved_rx_ad_loff_lane_3_stat_pg                pcie_ppe_saved_rx_ad_loff_lane_3                             gcr     010110000  ROX          0         8        per-group  "dummy_vhdl"                                       slow      func      00000000                                                               ioreset    yes     na     Register                                           "Location of the first saved_rx_ad_latch_dac value (n000) for lane 3 (PCIe Only)"                   
ppe_alias  2        rx   ppe_saved_rx_bd_loff_lane_3_stat_pg                pcie_ppe_saved_rx_bd_loff_lane_3                             gcr     011000000  ROX          0         8        per-group  "dummy_vhdl"                                       slow      func      00000000                                                               ioreset    yes     na     Register                                           "Location of the first saved_rx_bd_latch_dac value (n000) for lane 3 (PCIe Only)"                   
ppe_alias  2        rx   ppe_saved_rx_ad_loff_lane_4_stat_pg                pcie_ppe_saved_rx_ad_loff_lane_4                             gcr     011010000  ROX          0         8        per-group  "dummy_vhdl"                                       slow      func      00000000                                                               ioreset    yes     na     Register                                           "Location of the first saved_rx_ad_latch_dac value (n000) for lane 4 (PCIe Only)"                   
ppe_alias  2        rx   ppe_saved_rx_bd_loff_lane_4_stat_pg                pcie_ppe_saved_rx_bd_loff_lane_4                             gcr     011100000  ROX          0         8        per-group  "dummy_vhdl"                                       slow      func      00000000                                                               ioreset    yes     na     Register                                           "Location of the first saved_rx_bd_latch_dac value (n000) for lane 4 (PCIe Only)"                   
ppe_alias  2        rx   ppe_saved_tx_dcc_lane_0_stat_pg                    pcie_ppe_saved_tx_dcc_lane_0                                 gcr     011110000  ROX          0         16       per-group  "dummy_vhdl"                                       slow      func      0000000000000000                                                       ioreset    yes     na     Register                                           "Location of the saved tx_dcc_*_tune values for lane 0 (PCIe Only)"                                 
ppe_alias  2        rx   ppe_saved_tx_dcc_lane_0_stat_pg                    pcie_gen3_lane0_saved_tx_dcc_i_tune                          gcr     011110000  ROX          0         8        per-group  "dummy_vhdl"                                       slow      func      00000000                                                               ioreset    yes     na     Register                                           "Bitfield offsets for saved_tx_dcc_i_tune for Gen 3, lane 0 (PCIe Only)"                            
ppe_alias  2        rx   ppe_saved_tx_dcc_lane_0_stat_pg                    pcie_gen3_lane0_saved_tx_dcc_q_tune                          gcr     011110000  ROX          8         8        per-group  "dummy_vhdl"                                       slow      func      00000000                                                               ioreset    yes     na     Register                                           "Bitfield offsets for saved_tx_dcc_q_tune for Gen 3, lane 0 (PCIe Only)"                            
ppe_alias  2        rx   ppe_saved_tx_dcc_lane_0_1_stat_pg                  pcie_gen3_lane0_saved_tx_dcc_iq_tune                         gcr     011110001  ROX          10        6        per-group  "dummy_vhdl"                                       slow      func      000000                                                                 ioreset    yes     na     Register                                           "Bitfield offsets for saved_tx_dcc_iq_tune for Gen 3, lane 0 (PCIe Only)"                           
ppe_alias  2        rx   ppe_saved_tx_dcc_lane_1_stat_pg                    pcie_ppe_saved_tx_dcc_lane_1                                 gcr     011111000  ROX          0         16       per-group  "dummy_vhdl"                                       slow      func      0000000000000000                                                       ioreset    yes     na     Register                                           "Location of the saved tx_dcc_*_tune values for lane 1 (PCIe Only)"                                 
ppe_alias  2        rx   ppe_saved_tx_dcc_lane_2_stat_pg                    pcie_ppe_saved_tx_dcc_lane_2                                 gcr     100000000  ROX          0         16       per-group  "dummy_vhdl"                                       slow      func      0000000000000000                                                       ioreset    yes     na     Register                                           "Location of the saved tx_dcc_*_tune values for lane 2 (PCIe Only)"                                 
ppe_alias  2        rx   ppe_saved_tx_dcc_lane_3_stat_pg                    pcie_ppe_saved_tx_dcc_lane_3                                 gcr     100001000  ROX          0         16       per-group  "dummy_vhdl"                                       slow      func      0000000000000000                                                       ioreset    yes     na     Register                                           "Location of the saved tx_dcc_*_tune values for lane 3 (PCIe Only)"                                 
ppe_alias  2        rx   ppe_saved_tx_dcc_lane_4_stat_pg                    pcie_ppe_saved_tx_dcc_lane_4                                 gcr     100010000  ROX          0         16       per-group  "dummy_vhdl"                                       slow      func      0000000000000000                                                       ioreset    yes     na     Register                                           "Location of the saved tx_dcc_*_tune values for lane 4 (PCIe Only)"                                 
ppe_alias  2        rx   ppe_preset_rx_peak_lte_lane0_gen1_cntl_pg          pcie_ppe_preset_rx_peak_lte_lane0_gen1                       gcr     100011000  RWX          0         16       per-group  "dummy_vhdl"                                       slow      func      0000000000000000                                                       ioreset    yes     na     Register                                           "Location of the preset values for Peak and LTE for lane0, Gen1 (PCIe Only)"                        
ppe_alias  2        rx   ppe_preset_rx_peak_lte_lane0_gen1_cntl_pg          pcie_lane0_gen1_preset_rx_ctle_peak1_peak2                   gcr     100011000  RWX          0         8        per-group  "dummy_vhdl"                                       slow      func      00000000                                                               ioreset    yes     na     Register                                           "Bitfield offsets for preset_rx_ctle_peak1_peak2  for lane0, Gen1 (PCIe Only)"                      
ppe_alias  2        rx   ppe_preset_rx_peak_lte_lane0_gen1_cntl_pg          pcie_lane0_gen1_preset_rx_ctle_peak1                         gcr     100011000  RWX          0         4        per-group  "dummy_vhdl"                                       slow      func      0000                                                                   ioreset    yes     na     Register                                           "Bitfield offsets for preset_rx_ctle_peak1 for lane0, Gen1 (PCIe Only)"                             
ppe_alias  2        rx   ppe_preset_rx_peak_lte_lane0_gen1_cntl_pg          pcie_lane0_gen1_preset_rx_ctle_peak2                         gcr     100011000  RWX          4         4        per-group  "dummy_vhdl"                                       slow      func      0000                                                                   ioreset    yes     na     Register                                           "Bitfield offsets for preset_rx_ctle_peak2 for lane0, Gen1 (PCIe Only)"                             
ppe_alias  2        rx   ppe_preset_rx_peak_lte_lane0_gen1_cntl_pg          pcie_lane0_gen1_preset_rx_lte_gain                           gcr     100011000  RWX          9         3        per-group  "dummy_vhdl"                                       slow      func      000                                                                    ioreset    yes     na     Register                                           "Bitfield offsets for preset_rx_lte_gain for lane0, Gen1 (PCIe Only)"                               
ppe_alias  2        rx   ppe_preset_rx_peak_lte_lane0_gen1_cntl_pg          pcie_lane0_gen1_preset_rx_lte_zero                           gcr     100011000  RWX          13        3        per-group  "dummy_vhdl"                                       slow      func      000                                                                    ioreset    yes     na     Register                                           "Bitfield offsets for preset_rx_lte_zero for lane0, Gen1 (PCIe Only)"                               
ppe_alias  2        rx   ppe_preset_rx_peak_lte_lane0_gen2_cntl_pg          pcie_ppe_preset_rx_peak_lte_lane0_gen2                       gcr     100011001  RWX          0         16       per-group  "dummy_vhdl"                                       slow      func      0000000000000000                                                       ioreset    yes     na     Register                                           "Location of the preset values for Peak and LTE for lane0, Gen2 (PCIe Only)"                        
ppe_alias  2        rx   ppe_preset_rx_peak_lte_lane0_gen2_cntl_pg          pcie_lane0_gen2_preset_rx_ctle_peak1_peak2                   gcr     100011001  RWX          0         8        per-group  "dummy_vhdl"                                       slow      func      00000000                                                               ioreset    yes     na     Register                                           "Bitfield offsets for preset_rx_ctle_peak1_peak2  for lane0, Gen2 (PCIe Only)"                      
ppe_alias  2        rx   ppe_preset_rx_peak_lte_lane0_gen2_cntl_pg          pcie_lane0_gen2_preset_rx_ctle_peak1                         gcr     100011001  RWX          0         4        per-group  "dummy_vhdl"                                       slow      func      0000                                                                   ioreset    yes     na     Register                                           "Bitfield offsets for preset_rx_ctle_peak1 for lane0, Gen2 (PCIe Only)"                             
ppe_alias  2        rx   ppe_preset_rx_peak_lte_lane0_gen2_cntl_pg          pcie_lane0_gen2_preset_rx_ctle_peak2                         gcr     100011001  RWX          4         4        per-group  "dummy_vhdl"                                       slow      func      0000                                                                   ioreset    yes     na     Register                                           "Bitfield offsets for preset_rx_ctle_peak2 for lane0, Gen2 (PCIe Only)"                             
ppe_alias  2        rx   ppe_preset_rx_peak_lte_lane0_gen2_cntl_pg          pcie_lane0_gen2_preset_rx_lte_gain                           gcr     100011001  RWX          9         3        per-group  "dummy_vhdl"                                       slow      func      000                                                                    ioreset    yes     na     Register                                           "Bitfield offsets for preset_rx_lte_gain for lane0, Gen2 (PCIe Only)"                               
ppe_alias  2        rx   ppe_preset_rx_peak_lte_lane0_gen2_cntl_pg          pcie_lane0_gen2_preset_rx_lte_zero                           gcr     100011001  RWX          13        3        per-group  "dummy_vhdl"                                       slow      func      000                                                                    ioreset    yes     na     Register                                           "Bitfield offsets for preset_rx_lte_zero for lane0, Gen2 (PCIe Only)"                               
ppe_alias  2        rx   ppe_preset_rx_peak_lte_lane0_gen3_cntl_pg          pcie_ppe_preset_rx_peak_lte_lane0_gen3                       gcr     100011010  RWX          0         16       per-group  "dummy_vhdl"                                       slow      func      0000000000000000                                                       ioreset    yes     na     Register                                           "Location of the preset values for Peak and LTE for lane0, Gen3 (PCIe Only)"                        
ppe_alias  2        rx   ppe_preset_rx_peak_lte_lane0_gen3_cntl_pg          pcie_lane0_gen3_preset_rx_ctle_peak1_peak2                   gcr     100011010  RWX          0         8        per-group  "dummy_vhdl"                                       slow      func      00000000                                                               ioreset    yes     na     Register                                           "Bitfield offsets for preset_rx_ctle_peak1_peak2  for lane0, Gen3 (PCIe Only)"                      
ppe_alias  2        rx   ppe_preset_rx_peak_lte_lane0_gen3_cntl_pg          pcie_lane0_gen3_preset_rx_ctle_peak1                         gcr     100011010  RWX          0         4        per-group  "dummy_vhdl"                                       slow      func      0000                                                                   ioreset    yes     na     Register                                           "Bitfield offsets for preset_rx_ctle_peak1 for lane0, Gen3 (PCIe Only)"                             
ppe_alias  2        rx   ppe_preset_rx_peak_lte_lane0_gen3_cntl_pg          pcie_lane0_gen3_preset_rx_ctle_peak2                         gcr     100011010  RWX          4         4        per-group  "dummy_vhdl"                                       slow      func      0000                                                                   ioreset    yes     na     Register                                           "Bitfield offsets for preset_rx_ctle_peak2 for lane0, Gen3 (PCIe Only)"                             
ppe_alias  2        rx   ppe_preset_rx_peak_lte_lane0_gen3_cntl_pg          pcie_lane0_gen3_preset_rx_lte_gain                           gcr     100011010  RWX          9         3        per-group  "dummy_vhdl"                                       slow      func      000                                                                    ioreset    yes     na     Register                                           "Bitfield offsets for preset_rx_lte_gain for lane0, Gen3 (PCIe Only)"                               
ppe_alias  2        rx   ppe_preset_rx_peak_lte_lane0_gen3_cntl_pg          pcie_lane0_gen3_preset_rx_lte_zero                           gcr     100011010  RWX          13        3        per-group  "dummy_vhdl"                                       slow      func      000                                                                    ioreset    yes     na     Register                                           "Bitfield offsets for preset_rx_lte_zero for lane0, Gen3 (PCIe Only)"                               
ppe_alias  2        rx   ppe_preset_rx_peak_lte_lane0_gen4_cntl_pg          pcie_ppe_preset_rx_peak_lte_lane0_gen4                       gcr     100011011  RWX          0         16       per-group  "dummy_vhdl"                                       slow      func      0000000000000000                                                       ioreset    yes     na     Register                                           "Location of the preset values for Peak and LTE for lane0, Gen4 (PCIe Only)"                        
ppe_alias  2        rx   ppe_preset_rx_peak_lte_lane0_gen4_cntl_pg          pcie_lane0_gen4_preset_rx_ctle_peak1_peak2                   gcr     100011011  RWX          0         8        per-group  "dummy_vhdl"                                       slow      func      00000000                                                               ioreset    yes     na     Register                                           "Bitfield offsets for preset_rx_ctle_peak1_peak2  for lane0, Gen4 (PCIe Only)"                      
ppe_alias  2        rx   ppe_preset_rx_peak_lte_lane0_gen4_cntl_pg          pcie_lane0_gen4_preset_rx_ctle_peak1                         gcr     100011011  RWX          0         4        per-group  "dummy_vhdl"                                       slow      func      0000                                                                   ioreset    yes     na     Register                                           "Bitfield offsets for preset_rx_ctle_peak1 for lane0, Gen4 (PCIe Only)"                             
ppe_alias  2        rx   ppe_preset_rx_peak_lte_lane0_gen4_cntl_pg          pcie_lane0_gen4_preset_rx_ctle_peak2                         gcr     100011011  RWX          4         4        per-group  "dummy_vhdl"                                       slow      func      0000                                                                   ioreset    yes     na     Register                                           "Bitfield offsets for preset_rx_ctle_peak2 for lane0, Gen4 (PCIe Only)"                             
ppe_alias  2        rx   ppe_preset_rx_peak_lte_lane0_gen4_cntl_pg          pcie_lane0_gen4_preset_rx_lte_gain                           gcr     100011011  RWX          9         3        per-group  "dummy_vhdl"                                       slow      func      000                                                                    ioreset    yes     na     Register                                           "Bitfield offsets for preset_rx_lte_gain for lane0, Gen4 (PCIe Only)"                               
ppe_alias  2        rx   ppe_preset_rx_peak_lte_lane0_gen4_cntl_pg          pcie_lane0_gen4_preset_rx_lte_zero                           gcr     100011011  RWX          13        3        per-group  "dummy_vhdl"                                       slow      func      000                                                                    ioreset    yes     na     Register                                           "Bitfield offsets for preset_rx_lte_zero for lane0, Gen4 (PCIe Only)"                               
ppe_alias  2        rx   ppe_preset_rx_peak_lte_lane0_gen5_cntl_pg          pcie_ppe_preset_rx_peak_lte_lane0_gen5                       gcr     100011100  RWX          0         16       per-group  "dummy_vhdl"                                       slow      func      0000000000000000                                                       ioreset    yes     na     Register                                           "Location of the preset values for Peak and LTE for lane0, Gen5 (PCIe Only)"                        
ppe_alias  2        rx   ppe_preset_rx_peak_lte_lane0_gen5_cntl_pg          pcie_lane0_gen5_preset_rx_ctle_peak1_peak2                   gcr     100011100  RWX          0         8        per-group  "dummy_vhdl"                                       slow      func      00000000                                                               ioreset    yes     na     Register                                           "Bitfield offsets for preset_rx_ctle_peak1_peak2  for lane0, Gen5 (PCIe Only)"                      
